index,image,is_valid,target
1307,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/29890025-019b-4167-bd08-7c33d18a3402.jpg,False,1
1058,upper-gi-tract/pathological-findings/esophagitis-a/c69f41a5-9e74-46bc-bd3b-d0a3735dc6c1.jpg,False,2
4880,lower-gi-tract/pathological-findings/polyps/e1a47a88-427c-41f6-9dcd-4e94205aca85.jpg,False,0
2808,upper-gi-tract/pathological-findings/esophagitis-a/f541043e-b03c-4026-b8da-cd8912a26d02.jpg,False,2
9926,upper-gi-tract/pathological-findings/esophagitis-b-d/264809ea-99e5-46b3-8ba4-22dadbb64fa2.jpg,False,3
10054,lower-gi-tract/pathological-findings/polyps/861f7486-06f2-4af4-9948-539e3c6e353b.jpg,False,0
5500,upper-gi-tract/pathological-findings/esophagitis-b-d/700ae087-89c0-4bbf-96c6-dba46ce5beef.jpg,False,3
4557,lower-gi-tract/pathological-findings/polyps/728a3561-6ea1-4edc-a4cb-d61b3b98c9e5.jpg,False,0
4703,lower-gi-tract/pathological-findings/polyps/760e8f16-a086-49d8-bc07-10715933ba50.jpg,False,0
10348,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/d04d8d45-2d20-4dae-a71b-cf1bb6e678e5.jpg,False,4
2310,upper-gi-tract/pathological-findings/esophagitis-a/0b12df51-1450-4882-8844-4756e5914571.jpg,False,2
6551,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/545fa111-d637-4f1e-905a-d31d65d35ba5.jpg,False,1
236,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/98f32f84-9396-45b0-8a21-9a24b853c273.jpg,False,1
6272,lower-gi-tract/pathological-findings/polyps/f64f91d4-7db3-4f55-a32c-42fac9e8c171.jpg,False,0
900,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/38883ed0-4e5c-45a6-9085-d463c1eae916.jpg,False,4
8935,upper-gi-tract/pathological-findings/esophagitis-a/5f564055-56d2-4039-89ed-668d5a6b3df1.jpg,False,2
2155,lower-gi-tract/pathological-findings/polyps/0198bc50-169e-456c-a56b-970a7f7d23b7.jpg,False,0
7612,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/6b2dc55d-77dd-4401-869c-da00fccc0de7.jpg,False,1
6922,lower-gi-tract/pathological-findings/polyps/0b792e26-e1dd-4fb7-a6b7-5d76f227a677.jpg,False,0
6353,lower-gi-tract/pathological-findings/polyps/ac7ad047-6de2-4c4a-a0cc-0fa194b91c48.jpg,False,0
5671,lower-gi-tract/pathological-findings/polyps/98730593-94a2-4675-a3ed-e956a2c782ab.jpg,False,0
2295,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3a0e278a-1a6e-4f51-aae6-e48231556511.jpg,False,1
5316,upper-gi-tract/pathological-findings/esophagitis-a/faca92ea-0319-4965-ba04-3d6e9ddefebb.jpg,False,2
9919,lower-gi-tract/pathological-findings/polyps/af98182d-f813-4eea-a7a7-6054b1a311f3.jpg,False,0
2343,upper-gi-tract/pathological-findings/esophagitis-a/4ea6775c-0eec-42e7-a7d7-993853a8402a.jpg,False,2
9189,upper-gi-tract/pathological-findings/esophagitis-b-d/9d799a83-7313-4187-a511-fe9f482b1c11.jpg,False,3
1143,upper-gi-tract/pathological-findings/esophagitis-a/b688e233-696c-4da2-af48-faf2f2b12545.jpg,False,2
3714,lower-gi-tract/pathological-findings/polyps/299620fc-0e86-44ba-98fb-cb32eb91169e.jpg,False,0
181,lower-gi-tract/pathological-findings/polyps/606e8cb6-b60b-490b-8f4e-df59279dafca.jpg,False,0
6177,upper-gi-tract/pathological-findings/esophagitis-a/104068af-21d6-48fc-8551-c93490439a7c.jpg,False,2
6974,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3f621324-35c3-41d4-8b7a-c306c0f5526f.jpg,False,1
2770,upper-gi-tract/pathological-findings/esophagitis-a/163772d0-ba62-4e5a-9e5a-d8f3d469e941.jpg,False,2
9345,upper-gi-tract/pathological-findings/esophagitis-b-d/65b1fbd6-96a7-45e9-809e-4f13ad3d20ea.jpg,False,3
852,lower-gi-tract/pathological-findings/polyps/6ad15e1e-0a59-4d73-a2ec-81a314682c39.jpg,False,0
6986,upper-gi-tract/pathological-findings/esophagitis-b-d/09581582-febc-4809-b42d-335f578f7ed8.jpg,False,3
7254,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/2b30fcc4-1d3a-4197-9fe5-5132abb1395d.jpg,False,1
4063,upper-gi-tract/pathological-findings/esophagitis-a/77f32e90-02dd-44b0-a364-93b8987a602f.jpg,False,2
9266,upper-gi-tract/pathological-findings/esophagitis-b-d/68afad8c-587f-4d84-8c9a-601963acf583.jpg,False,3
5919,lower-gi-tract/pathological-findings/polyps/5ea75762-e7d5-4ebb-b062-21059955ab9c.jpg,False,0
10302,upper-gi-tract/pathological-findings/esophagitis-a/74470fc3-fec5-4959-9e8b-65dd062aea0e.jpg,False,2
8676,lower-gi-tract/pathological-findings/polyps/605b01c5-c74c-4b8c-b285-191dd3586a93.jpg,False,0
6284,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/42c02f16-5a04-4aa6-b8d4-f28495ffd82c.jpg,False,1
2230,upper-gi-tract/pathological-findings/esophagitis-a/e13c69ad-e164-42f5-b1e0-46f8cc4b8e2d.jpg,False,2
7421,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/7b7f5be4-b003-43a6-814a-bca86cdeb822.jpg,False,4
9037,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/005d713e-b761-4c4e-b1f2-c8f3cd2f86e5.jpg,False,5
3574,lower-gi-tract/pathological-findings/polyps/6b78f0c7-6f33-44cf-9800-1141329a6bcc.jpg,False,0
10555,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/dabb1ce9-7ee2-4514-b0bb-2ce0f543547b.jpg,False,1
3933,lower-gi-tract/pathological-findings/polyps/a9f478fc-86c6-4fd5-b144-aafb1f6cc24c.jpg,False,0
9377,upper-gi-tract/pathological-findings/esophagitis-b-d/e3bb5d78-da8b-481b-b10c-6b3197e13980.jpg,False,3
3935,lower-gi-tract/pathological-findings/polyps/251ee5fb-8d1b-4bbb-b4e8-47e0e1f28983.jpg,False,0
541,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3310f409-edcd-4e42-91a2-7ed7f4f1f819.jpg,False,1
10545,upper-gi-tract/pathological-findings/esophagitis-b-d/ca36f716-bf17-4d70-bec2-c00275d6e74b.jpg,False,3
2645,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/78b0ab12-3e22-4596-a8be-53d41deac3e4.jpg,False,5
7239,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/02e31813-5b08-4eb7-85b8-46e367ff91f5.jpg,False,5
10603,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/e0440be7-3dd0-4796-80fc-d0d5da06e7ff.jpg,False,5
2385,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/35e0306e-8475-41a5-995c-6710c4314c44.jpg,False,1
3942,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/31700a18-d6c6-4707-8f22-ad3d211d6262.jpg,False,1
4966,upper-gi-tract/pathological-findings/esophagitis-a/e9d0a5dc-914b-4f3e-b64b-241af8cd8241.jpg,False,2
5307,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/d28aa5d8-f65b-42cf-b577-2d1d028f9f16.jpg,False,1
4020,upper-gi-tract/pathological-findings/esophagitis-b-d/a61ea2e7-f522-4961-9219-d71ad1af1041.jpg,False,3
2262,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/2d6d8e7e-7ec3-4383-981f-44efd7a6577b.jpg,False,1
3545,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/acedddb7-8156-42bc-9fd1-efb1be7561b3.jpg,False,1
9123,lower-gi-tract/pathological-findings/polyps/e58fdb27-3c54-4bdb-bcc9-05be9d5d0092.jpg,False,0
6727,upper-gi-tract/pathological-findings/esophagitis-a/edd0ed0a-6e5b-4eb9-9e89-aaccdc4352c2.jpg,False,2
8800,lower-gi-tract/pathological-findings/polyps/bde7891c-a08a-437c-acec-1096260fcf58.jpg,False,0
3438,lower-gi-tract/pathological-findings/polyps/035a608d-30f5-4fe8-8753-ce271b32b546.jpg,False,0
5724,upper-gi-tract/pathological-findings/esophagitis-a/91cd15dd-6487-4efb-a9fc-f08cc329fd96.jpg,False,2
44,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1b2f71e2-96ae-4169-91b1-1a19e1128c08.jpg,False,1
7578,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/55d98428-8834-4935-ae42-3b344d744dae.jpg,False,1
6330,upper-gi-tract/pathological-findings/esophagitis-b-d/4de04c12-5301-44de-8a2a-cd7628872b09.jpg,False,3
8609,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/e60b2e37-6ffd-4b46-84d9-7f6fb7309ab9.jpg,False,1
2739,upper-gi-tract/pathological-findings/esophagitis-b-d/21398e05-efaa-4011-9edc-f65cde2b2d4c.jpg,False,3
1223,lower-gi-tract/pathological-findings/polyps/cea4980f-0133-4ec7-8c26-ef30829435cd.jpg,False,0
4561,lower-gi-tract/pathological-findings/polyps/5b9589d9-78ac-4d7c-9862-4d40bdc14c16.jpg,False,0
1824,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/9996a234-2ffa-4a62-818c-df2364dd2825.jpg,False,4
8558,upper-gi-tract/pathological-findings/esophagitis-b-d/3b8b78db-7588-458f-8d54-3544a429f80f.jpg,False,3
3306,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/a26c05a6-43dd-49b8-a6ca-b8ff470384cb.jpg,False,4
628,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/71cefd71-bda4-4689-a756-a1e32849bd90.jpg,False,5
4334,upper-gi-tract/pathological-findings/esophagitis-a/a502a8a2-b398-45d7-8116-acc5dbbcaca7.jpg,False,2
7466,lower-gi-tract/pathological-findings/polyps/57ae7d55-efe8-4a4d-a708-d6d885a9a285.jpg,False,0
916,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/737edfdd-2765-4057-99cc-c355faf6cc27.jpg,False,5
2040,lower-gi-tract/pathological-findings/polyps/0d98339f-ad6c-4f21-8eab-08b487fcab25.jpg,False,0
9687,upper-gi-tract/pathological-findings/esophagitis-b-d/551de599-3fc9-462b-910b-656e4a26a993.jpg,False,3
5415,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/48fd43b3-2b98-4dc8-9844-12e36986c919.jpg,False,5
8001,upper-gi-tract/pathological-findings/esophagitis-a/75a08be9-301d-4b8f-b6d2-eac58f4361ff.jpg,False,2
82,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/4bbf86dc-7a4b-4de4-a329-d149f222142d.jpg,False,1
10622,lower-gi-tract/pathological-findings/polyps/d095e613-600f-40d3-a2c3-aa3f68a33042.jpg,False,0
821,lower-gi-tract/pathological-findings/polyps/79af637a-5507-4ac8-9590-ae397e1f85c8.jpg,False,0
1595,upper-gi-tract/pathological-findings/esophagitis-a/b94ce3b2-fde5-4861-8f82-8a6f625a121f.jpg,False,2
5938,lower-gi-tract/pathological-findings/polyps/ef5bfa7e-ba6f-42e4-8f42-ad4e4eb6d1e4.jpg,False,0
10373,upper-gi-tract/pathological-findings/esophagitis-b-d/5fdf64aa-6aba-4782-a869-88fc9d1c7f53.jpg,False,3
2555,lower-gi-tract/pathological-findings/polyps/c7527390-15ad-4c18-9eac-e9578c3521ac.jpg,False,0
7805,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/512f85ae-e6dc-41c6-abbb-860fda404dd9.jpg,False,4
4339,upper-gi-tract/pathological-findings/esophagitis-a/b07f2b60-718d-4674-9ea4-b18f2c72538c.jpg,False,2
233,upper-gi-tract/pathological-findings/esophagitis-a/44632867-c4b8-4c43-9ec4-0877971d5e44.jpg,False,2
10330,upper-gi-tract/pathological-findings/esophagitis-a/823b6a57-dba0-40a7-84bb-ddd45c6cb065.jpg,False,2
5906,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3cae017e-8d1b-453f-8bde-c83b66610685.jpg,False,1
699,upper-gi-tract/pathological-findings/esophagitis-a/6461ef06-2934-46ef-8da7-bc911834a97d.jpg,False,2
7591,lower-gi-tract/pathological-findings/polyps/c5f46088-a8b5-4db8-8e61-51f0f3e2dd18.jpg,False,0
1886,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/5e47f553-3909-448d-b6d2-09de59cfebf1.jpg,False,5
7289,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/4bab9dc2-abe3-463d-bfe3-727ef3e85e6b.jpg,False,1
9303,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/caea2369-8b1d-4cb7-ab14-c48a6105d1dd.jpg,False,4
2120,lower-gi-tract/pathological-findings/polyps/27be67e5-d8ad-4490-b528-d66eeb55d651.jpg,False,0
4987,upper-gi-tract/pathological-findings/esophagitis-b-d/c5080f2e-f6d1-4688-a9bc-672f523fa0b9.jpg,False,3
4678,lower-gi-tract/pathological-findings/polyps/c4a13518-1519-4579-aa66-c689de9d3f47.jpg,False,0
2607,lower-gi-tract/pathological-findings/polyps/843a247c-c448-4559-b56c-7658781e6a01.jpg,False,0
7015,lower-gi-tract/pathological-findings/polyps/a007baba-b119-4997-bfac-f6af805b32db.jpg,False,0
6823,upper-gi-tract/pathological-findings/esophagitis-a/1124c477-75fe-480f-ae1f-b018d8c0f8ec.jpg,False,2
4341,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3215e153-6947-4151-b65e-bf06d1cbf7ee.jpg,False,1
10498,upper-gi-tract/pathological-findings/esophagitis-a/11288372-17f9-4ba1-8011-4bbbac7d38c7.jpg,False,2
7689,lower-gi-tract/pathological-findings/polyps/a335def5-f5d2-4828-8b05-2590b406680b.jpg,False,0
9191,lower-gi-tract/pathological-findings/polyps/c012f47b-9329-43a9-9537-d2ff75ecaee6.jpg,False,0
9801,upper-gi-tract/pathological-findings/esophagitis-b-d/934a1c1e-f4f7-48e2-ba6c-fdda6874423e.jpg,False,3
8233,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/5017d40c-5b0c-4d62-85f6-6d87125ece31.jpg,False,1
1006,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/625bafb1-2377-40fc-8ac2-cdea88862254.jpg,False,1
8089,lower-gi-tract/pathological-findings/polyps/0d614b74-8680-46ba-998d-e96cd404da19.jpg,False,0
6404,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/6c2ee18e-c25a-475b-99de-4e6c4f8b565b.jpg,False,5
2701,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/1b1ae5c5-c35c-43f5-bb1c-e92fc04b3cae.jpg,False,4
1200,upper-gi-tract/pathological-findings/esophagitis-a/6f67c05c-43c1-4241-ae5a-96ab471eace3.jpg,False,2
512,upper-gi-tract/pathological-findings/esophagitis-a/49ecad43-3a4e-455f-a339-2de4b9123abf.jpg,False,2
123,upper-gi-tract/pathological-findings/esophagitis-b-d/ab9be729-ee74-4d8d-8564-118f638d720d.jpg,False,3
4174,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/0c4091c0-2f80-4473-8362-041200f056ba.jpg,False,5
3669,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/4c966541-34ba-455c-8cf3-229ef01ebcdf.jpg,False,5
9153,lower-gi-tract/pathological-findings/polyps/906a3c79-da9c-474c-a49d-0373a2cbe277.jpg,False,0
7143,upper-gi-tract/pathological-findings/esophagitis-a/58872780-ff4d-49bd-8f8e-87edb7d2fe48.jpg,False,2
5219,lower-gi-tract/pathological-findings/polyps/5166c1a5-cb31-453d-a319-d30c80d9b78f.jpg,False,0
2085,lower-gi-tract/pathological-findings/polyps/d3bdfe71-8c50-4ab8-86b2-9dd2981ecdb1.jpg,False,0
5507,lower-gi-tract/pathological-findings/polyps/82dea4ce-e7d5-460f-a28f-97c654ce1486.jpg,False,0
1576,lower-gi-tract/pathological-findings/polyps/c71716d3-b6c6-4019-bfd1-209d26f78576.jpg,False,0
2585,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/40a614bc-848d-4fbd-a462-894bf47c501a.jpg,False,1
1879,lower-gi-tract/pathological-findings/polyps/5d4e7302-4564-4c48-8256-e826d819120e.jpg,False,0
10030,lower-gi-tract/pathological-findings/polyps/a9dade4a-49cf-4ee7-8e44-63eb7e375af1.jpg,False,0
7071,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/17059b4e-3611-463b-8d36-ac63bed455d0.jpg,False,4
8151,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/8b4a56b2-8abd-47a9-9aa0-6499dec97b5e.jpg,False,1
6635,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/626ac1ab-c939-43e0-aa95-42b942fa156e.jpg,False,4
7677,lower-gi-tract/pathological-findings/polyps/44be479a-354c-4a0c-82f0-3d728ce44d43.jpg,False,0
9109,lower-gi-tract/pathological-findings/polyps/ebcd367a-d8c7-49fc-816d-ab551e3d6a20.jpg,False,0
1128,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fd3726a6-f0f8-48dd-ac49-c657e2f1d1c7.jpg,False,1
8986,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/5a1d478a-b94f-4569-b170-4c931b7aa00c.jpg,False,1
9738,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9fe5bfc9-599a-48bc-a2b4-1c7123a1e860.jpg,False,1
10430,lower-gi-tract/pathological-findings/polyps/2e5b43ce-5bcb-428a-8b58-e8d8342cdffd.jpg,False,0
3398,upper-gi-tract/pathological-findings/esophagitis-b-d/75e356fa-38a2-4574-9012-0ed09ee06755.jpg,False,3
2617,upper-gi-tract/pathological-findings/esophagitis-a/77d082f9-f858-4c68-bfa3-121c272fc5f3.jpg,False,2
5713,upper-gi-tract/pathological-findings/esophagitis-a/da3b4dbf-02ad-46e9-a1f8-a2fd27953aae.jpg,False,2
10312,lower-gi-tract/pathological-findings/polyps/b7bdfd85-7525-443b-bd0d-a0cfba6023d4.jpg,False,0
6440,upper-gi-tract/pathological-findings/esophagitis-b-d/adc7b3b2-f51e-48ab-b8c9-609f87d4f71d.jpg,False,3
3607,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/fb40cbbf-c109-4302-bcd0-5ad396fe2847.jpg,False,4
5614,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/ddaa30c3-1e07-4686-beb7-9c6c7b6e9096.jpg,False,5
1878,upper-gi-tract/pathological-findings/esophagitis-a/cfe03d53-bc9f-4e05-bdc0-6e33e1211cf9.jpg,False,2
10334,lower-gi-tract/pathological-findings/polyps/78c0b3f3-f1d6-4400-bf0d-1fca159d488b.jpg,False,0
2025,lower-gi-tract/pathological-findings/polyps/9035c364-38ac-4298-a8c3-54b393e7d4c0.jpg,False,0
3993,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9d682a0a-b34c-4ed7-8d94-2d1850a23ea7.jpg,False,1
7426,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/4461c8a9-3d6c-4b8a-ad60-be6b8e3c352e.jpg,False,1
6796,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/8a0bce80-a719-4dc4-b37b-0337544aecf2.jpg,False,1
4078,lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/a8e0f315-293c-4d6d-a56b-db266a365c37.jpg,False,1
