image,target,is_valid,is_labeled
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/a0ed662f-c642-49ca-9321-c0331b359653.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/d77df2d4-a70c-45b7-92fe-498f1c1de4a6.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9f2c74e3-b8ba-4fb2-bffa-32d3060dbc64.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/f9a06ca3-3500-4e5e-ac46-110b52963a99.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/0d3ab840-bf0a-4856-bcee-fdfa20b280d1.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/9da08cc4-d0a2-4071-9d23-feb9b1ad422b.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/fad05548-e4de-4eb4-a4a2-c39da1a21471.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/34f08c4d-f688-4610-865c-0c31690d2d11.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/39ab53ac-5b71-40de-bf32-4f020211ac73.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/f7bdc734-1af2-4090-82c5-421e361dd226.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/cf7ffdf2-32ae-42be-98ea-5f560131ea03.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9c697449-6999-4e56-8737-f118af686e79.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/8133fc3f-5974-46f0-b40e-7018d43dc9b4.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/b3b7fdaf-a7a4-4da6-acb9-eb8a48fc1461.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/4f6384a7-a909-4636-a951-95ff156ebf5f.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/a9f78dca-8ce7-4592-b91d-442d5d1529a7.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/778749d9-1afb-4239-be32-fd81ee8b45e1.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/dd11726d-cb3f-432d-8d7c-1c6f79fe2eef.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/abcd922e-1aa6-4644-82f8-dd1a798e319d.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/d29fce5b-a2c0-4d72-a6fc-9dbb0527a17f.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-a/1e966fe0-2eb4-47b8-9387-dc1292c89d09.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1706f7ea-635a-451c-8e89-00723237dea4.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/23068e4a-1358-40db-9e62-8b0a20c8edf0.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/651ab58a-2555-4fa7-90ae-961a2c9c6c6a.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/f4ee7712-572f-4e81-9cec-4cb444cc6ce0.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/a6142b7d-b490-4180-9202-89dcfb3a9948.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/c7b06f41-c81a-4a7e-92f7-d2a76e4e6a72.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/011a7e6b-5a83-4cee-b56c-446f46951ebb.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/2a93d2af-50a8-4459-9d4b-5420a6f29a86.jpg,2,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/6a00a547-f28f-460e-866c-7cfe041afd63.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-a/5420d0c6-b666-4067-9054-5be4784d7229.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/3d301c26-ddd2-409a-91ff-f9ea67fa4d1b.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-a/6afcc7d1-0b60-4755-bd5e-698f62b4dc58.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/097eb9d6-ff9c-4700-9708-6a0c5b723920.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/092bb843-13d7-4ca5-9e72-517aac257b8a.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/94b6ab8e-17b5-4d5e-862f-0492d656439f.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/f7865fc0-f0a7-4b24-b708-cfe37e794b15.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/ac325014-444f-47a5-ab4f-f296dff74c40.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/10808574-3640-4c27-820f-cca5bbebf28f.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/696515d7-5fbb-4c05-8658-37e951e99cb1.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/08687f33-8195-41ca-8239-929967535ec5.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/e0440be7-3dd0-4796-80fc-d0d5da06e7ff.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/66cc0870-7b08-4c81-8340-88aa9e8c7aa1.jpg,11,False,True
upper-gi-tract/pathological-findings/barretts-short-segment/9cfda4f2-9693-41ed-b972-ee7e3d35ca5b.jpg,0,False,True
lower-gi-tract/pathological-findings/polyps/3d9e2d70-1d14-4e08-8a6e-e7b219fb615f.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/2e86a9ba-6d50-4748-8a2b-8dd2c872220b.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/44a3ea06-2b5b-4b6e-92ad-4ab96525d194.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/284c629b-32a5-4aa0-a4a0-09b7d63a420a.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/55d6c5c9-c222-4f70-bc35-2b1aff32fbb3.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/83cac3ab-04c9-43b6-9567-610eeeada996.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/45acb3d7-892d-4d45-83cd-d745040373e0.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/c75127ce-cc5d-45dc-b5eb-94bab2748471.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/5f7c5c35-fe0c-4c11-a15a-323fecd048fb.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/83f7a534-fd89-434f-ba5c-bd7b69614f82.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/bd17f84e-d6d5-4be8-bf34-0ae2a50630b0.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-a/b20250d1-cb6b-4cfb-bfaa-d356d64c54db.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/b4e8cfd7-7675-4159-a79a-0cbbd3f116b0.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/29876030-cb35-48ed-bd3f-52a05ea8f1b0.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-a/91c630e5-d6c6-48fd-a701-a8a927452c63.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/7eb98d75-ab23-48ce-af81-aff9ba61da0a.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/be5091f7-3e91-43c9-aca1-1d5e357092e5.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/68afad8c-587f-4d84-8c9a-601963acf583.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/343c68d0-bb55-4c06-bc31-58ba65d510b2.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/fba99178-ce8d-4afe-bc8b-5f2664ba3595.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1075da7c-b137-4791-a33b-1603a2b96437.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/0b6bb18b-9098-44cb-a792-b39a10dc8fe4.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/250ef5a0-75d4-488c-83bc-70c91da0f446.jpg,7,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1-2/3e418689-3b22-494c-a463-376cd39d9d0c.jpg,5,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/dabb1ce9-7ee2-4514-b0bb-2ce0f543547b.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/c13fceeb-ee42-42d1-8d47-0e537ce44eff.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/447fad8b-ee8c-4bc3-b434-639a93368679.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/6f6c3071-a43e-43cb-ae22-041c1a828f6b.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/2b30fcc4-1d3a-4197-9fe5-5132abb1395d.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/1488ce3b-b24d-4a7b-8f01-0a44da001945.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/0b9152b7-bdc5-48ce-bd43-5fc784b7bc54.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/b2b4bb1b-0ad2-4d8d-9b25-96be58466917.jpg,3,False,True
upper-gi-tract/pathological-findings/esophagitis-a/3c3ee5b1-d0b7-48ad-a39d-09999060e7c7.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/f2766bd3-76b7-4162-8263-3e9f6d20bfbd.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/d45a7d76-d61b-4449-b0a6-05f4a9aef494.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/446b6a3e-6aac-4011-9912-f2dade891ecc.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/7cd503c2-eec1-44bc-8082-f7c25578fb1f.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/5fec1a59-8261-4226-a16c-f6af2145c8e5.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/11e5e3f4-d49d-4219-ae77-9f31ee32f61f.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/9f2a5117-4e01-42ca-bcab-11bf9eb73151.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/d1c6639b-8906-47a6-bb5c-ba70d2d3c651.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/8d2235fc-86f0-45fb-98a9-a9135a5e3dc4.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/b688e233-696c-4da2-af48-faf2f2b12545.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/9580c55e-af74-4a22-9fa5-cdb3671717b6.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/63f72872-cb2a-43e2-a8cb-dd102068e8a5.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/ce1c7a70-83cd-49eb-b68e-81e19fbd1dcf.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/9e5600b9-e170-4855-9586-7d9e5d8d01d6.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/d83c046e-918d-450b-a204-be94c98c3ccf.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/8fb8e6b4-6276-456e-ab2e-f35a2cacbdeb.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/c1d280f4-18fb-4d2e-a361-9787ea093e6f.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/f67e23fb-7c59-458d-9b96-da0092923bc2.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/d335826c-c09b-42f3-84dc-cc6cbc6fe0e5.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/58811a43-26fa-45e1-af82-a309ddda60c7.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/f758d147-705d-4b38-8b3f-60b985ec391f.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/b1d02f1e-bfd1-45f0-8e5a-e315635d58f1.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ad4f55c8-33ad-4c06-8282-9a2b71ad0643.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1936e12b-cb21-47d0-b997-4f80a2abb6fb.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/b42ba54e-966c-49a5-8f79-b3f100f91e25.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/d2f481bd-a4e5-402b-ae18-b67f767deeb1.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/85792014-5420-47c8-a601-3b83855d48e2.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/3c8759dd-e2a6-47b5-bd02-ddcbccd85d7d.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/09f6e9d8-6826-479c-a8db-ba0d404c0638.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/01a00d7e-6497-4e49-98c2-d41a0085650d.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/93f8dcbb-a5e0-4b6e-9a29-7fad19d04e23.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/48f6dbd2-482d-4f1c-9e30-dd642b1cdce6.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/96b2a75d-95f1-4336-a30e-600426da2551.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/cbb08f4b-7f81-4aa4-ba11-3d1615d7a9f6.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/8dc131a1-1237-4a9b-b671-0137d481d407.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/feb41799-604c-488b-a393-395576f3cc28.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/f68d2acf-843b-42e9-8d4b-0cfb0baad9e2.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/787578bf-1f5e-44ab-924d-15918f0e8cc2.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/1b12a789-d651-4c4e-a982-784984b87b61.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/1b0e781f-e2a4-440d-804c-fe8dd3a3f541.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/73568f45-070e-44d8-a72a-31b158ea4360.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/1ac5d2d5-3a45-4fef-95a0-4e0134c6ae91.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/db81e19f-7688-4573-a420-71d4d2234574.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/64045bbf-5e57-41da-a8ee-0a1fd1448457.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/78823ab7-37a5-407b-9285-e2845b221074.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/90715c25-ca19-4f4a-ab26-a8ead75e9e89.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/8f064558-7f12-41e7-9949-c3a46b77707d.jpg,4,False,True
upper-gi-tract/pathological-findings/barretts/226a262c-3a76-41fb-91ec-7122790ab452.jpg,8,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/5591af13-80e7-4333-b657-61824ddae4d4.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/5bbcb79e-e08f-4923-9ec9-4a8e80c1d806.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/0e1eaad8-0cea-45f0-944b-ac924daa917d.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/2edd9283-5a90-4cc0-8ab4-958d7a35528a.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e5ab8000-9b67-4f81-8dc5-7da8005ec09e.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/af25d330-ca43-4a22-8c49-3d60982e7786.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/bb525c55-d896-4950-a084-bd0afdd65d84.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/d05ef2f2-603d-432f-b7fb-edf0101967bd.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/8c767f3a-3cb6-4a31-88d2-eb8eac3a5401.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/f0600147-896d-40d7-ab6d-4ad6936faec7.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/a4806a8a-8eac-4c00-94ad-dfa446956eb2.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/5522bd5b-1f5e-4887-b768-41391660ca00.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/cc598f64-1203-4100-9087-8e1a0c27e0d8.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/c0d7724d-d632-4b29-b1f8-cfed675a82ca.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/a2163577-2cf0-440f-868e-e77c4e47c95e.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/639fcabe-7ed3-42dc-ab2a-e19bbd4d7efa.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/0954d7e1-cbbc-4b1e-b0db-e5db9a3579fd.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/d9500395-1afa-4b21-9f93-92fa4c205052.jpg,3,False,True
lower-gi-tract/pathological-findings/polyps/246013bf-447d-4277-9864-934451d9f48c.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/ebcd367a-d8c7-49fc-816d-ab551e3d6a20.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/ae923d9c-1bdb-4559-ac13-58369dd070db.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/3310f409-edcd-4e42-91a2-7ed7f4f1f819.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/e9f9891a-154b-4581-be44-402b7630d323.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/5aa45c4c-fe10-4e56-88c7-e0c188ead68e.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/b74525ed-48ec-4259-915f-1234c47c649f.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/e213403d-aa0a-4a6d-bd74-b4befaa71ecd.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/85e0a5b7-1033-4168-878e-605f2b1d69e8.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/b94b5025-b744-4f43-ac5c-cfa60da684cc.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/d8e739e0-7882-4e5f-9e45-d0d6a6e734d1.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/2b86a9b3-34c3-432f-bf8d-3a92aa3e64de.jpg,9,False,True
upper-gi-tract/pathological-findings/barretts/fbc1e03f-2416-40e7-b6fe-16fcf1ebee11.jpg,8,False,True
lower-gi-tract/pathological-findings/polyps/540664cb-d9c9-47f7-92ec-1b6efed571f3.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/2050e027-d6e2-498c-8474-72a6771afed4.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e573fe87-bec4-4af7-b20c-a8b177c2b461.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/7040fe22-8ea4-4922-97e4-59ed2e4453e2.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/079ed2b7-9467-48b7-af6a-1c8c72267e7d.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/c9e130b3-9ac1-4c9f-8d00-a715bc4c64c1.jpg,11,False,True
upper-gi-tract/pathological-findings/esophagitis-a/e3705a1b-92b3-4b38-b59a-5c9b4ce5ca16.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/bfbaef34-2974-4496-9d81-f4e5f1217105.jpg,9,False,True
lower-gi-tract/pathological-findings/polyps/7f2c3562-6849-486e-87de-26723b152c07.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/9cff72ad-da3b-49a0-9e27-fd3c0f1df1bc.jpg,6,False,True
lower-gi-tract/pathological-findings/polyps/6db64a3e-dd15-4991-a3ab-c7f3308d61c7.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/65c26c87-2c32-4aa3-9a64-33ac08c90245.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2-3/3254a62f-c471-49d8-af7a-80cf1b29ea90.jpg,7,False,True
upper-gi-tract/pathological-findings/esophagitis-a/6ac10c56-3962-4c82-b5c1-c2830bd1f147.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/7ed39563-682d-4896-aec6-9fb9e8599cef.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-0-1/d5b2cb82-b057-48a7-8103-9b035f2d0905.jpg,2,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/9abfd774-c339-41d6-a938-290729178de3.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/6d54bb62-e9c7-4a21-a98b-b95917dd7827.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/5d35f8f9-050f-4faa-a1a9-cd3933ac324a.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/44d19905-4686-4778-966b-8795ab90cd37.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/1e038d91-621f-451c-bfd3-4838515f6b76.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/647a271b-773f-4c3b-8768-bd4cbc824c27.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-a/ab01ae76-8b6c-4900-89af-5c32dbb0c0d8.jpg,9,False,True
upper-gi-tract/pathological-findings/esophagitis-a/faca92ea-0319-4965-ba04-3d6e9ddefebb.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/60336d01-278e-4e84-a06a-93711c90700b.jpg,1,False,True
upper-gi-tract/pathological-findings/esophagitis-a/80e8e7c0-e261-4732-a684-67454f5af33f.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/e6e42a20-e538-4a4a-bef0-03c64d5ba06e.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/934a1c1e-f4f7-48e2-ba6c-fdda6874423e.jpg,11,False,True
lower-gi-tract/pathological-findings/polyps/2eabcf92-6f6f-469e-89f7-11ab43a769b3.jpg,4,False,True
upper-gi-tract/pathological-findings/esophagitis-b-d/c8124bc0-9a13-4021-8863-96cfc391a237.jpg,11,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-3/6b219669-8d85-4e3b-8bbd-e854e6ba0ac6.jpg,1,False,True
lower-gi-tract/pathological-findings/polyps/2f13d458-32fe-4671-9420-b24fc079baee.jpg,4,False,True
lower-gi-tract/pathological-findings/polyps/e1ef7514-b3b7-4777-86d9-4d50dd2f7b6d.jpg,4,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/278c8675-a446-44bd-9fe7-aabd8de504f6.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/55a7f115-1f0d-4bb4-8beb-24dc0a30ed53.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/7f79e088-e3d5-42ba-82fe-c9a005a94711.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/eafbff9b-1062-474a-8971-8785cfb3a29c.jpg,6,False,True
upper-gi-tract/pathological-findings/esophagitis-a/bb420dba-6d27-4e5a-8bc3-4b48790753a6.jpg,9,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/626ac1ab-c939-43e0-aa95-42b942fa156e.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-2/d4f5caca-bc39-419a-944a-1dc4377639d9.jpg,6,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/b311c0c3-e252-429e-ba3d-63e2b3ca5b39.jpg,3,False,True
lower-gi-tract/pathological-findings/ulcerative-colitis-grade-1/6df30cd5-8144-43ee-9871-a1d21a6a4c4c.jpg,3,False,True
